,inference_time,p_tar,nr_branch_edge,nr_branch_model
191,0.1329305171966552,0.85,5.0,5.0
192,0.1345417499542236,0.9,5.0,5.0
193,0.1636662483215332,0.7,2.0,5.0
194,0.1629338264465332,0.8,2.0,5.0
195,0.1505053043365478,0.85,2.0,5.0
196,0.1748683452606201,0.9,2.0,5.0
197,0.0993096828460693,0.7,3.0,5.0
198,0.1149399280548095,0.8,3.0,5.0
199,0.1022629737854003,0.85,3.0,5.0
200,0.1165840625762939,0.9,3.0,5.0
201,0.0375182628631591,0.7,4.0,5.0
202,0.1237869262695312,0.8,4.0,5.0
203,0.1553397178649902,0.85,4.0,5.0
204,0.1300370693206787,0.9,4.0,5.0
205,0.0373082160949707,0.7,5.0,5.0
206,0.1046895980834961,0.8,5.0,5.0
207,0.0946187973022461,0.85,5.0,5.0
208,0.0907895565032959,0.9,5.0,5.0
209,0.3611319065093994,0.7,2.0,5.0
210,0.3559706211090088,0.8,2.0,5.0
211,0.3072309494018554,0.85,2.0,5.0
212,0.3382422924041748,0.9,2.0,5.0
213,0.210395336151123,0.7,3.0,5.0
214,0.2149751186370849,0.8,3.0,5.0
215,0.2190265655517578,0.85,3.0,5.0
216,0.2137513160705566,0.9,3.0,5.0
217,0.2701618671417236,0.7,4.0,5.0
218,0.2561705112457275,0.8,4.0,5.0
219,0.2748029232025146,0.85,4.0,5.0
220,0.287581205368042,0.9,4.0,5.0
221,0.1776096820831298,0.7,5.0,5.0
222,0.1758842468261718,0.8,5.0,5.0
223,0.2032890319824218,0.85,5.0,5.0
224,0.169198989868164,0.9,5.0,5.0
225,0.1649477481842041,0.7,2.0,5.0
226,0.1893455982208252,0.8,2.0,5.0
227,0.176591157913208,0.85,2.0,5.0
228,0.1610519886016845,0.9,2.0,5.0
229,0.1093080043792724,0.7,3.0,5.0
230,0.102698802947998,0.8,3.0,5.0
231,0.1008272171020507,0.85,3.0,5.0
232,0.1058123111724853,0.9,3.0,5.0
233,0.0384690761566162,0.7,4.0,5.0
234,0.0372223854064941,0.8,4.0,5.0
235,0.0354015827178955,0.85,4.0,5.0
236,0.1522080898284912,0.9,4.0,5.0
237,0.0354936122894287,0.7,5.0,5.0
238,0.0354976654052734,0.8,5.0,5.0
239,0.037449836730957,0.85,5.0,5.0
240,0.0964882373809814,0.9,5.0,5.0
241,0.1687641143798828,0.7,2.0,5.0
242,0.1458373069763183,0.8,2.0,5.0
243,0.1735336780548095,0.85,2.0,5.0
244,0.158693790435791,0.9,2.0,5.0
245,0.119718313217163,0.7,3.0,5.0
246,0.1270942687988281,0.8,3.0,5.0
247,0.0998980998992919,0.85,3.0,5.0
248,0.0973286628723144,0.9,3.0,5.0
249,0.1354625225067138,0.7,4.0,5.0
250,0.1296775341033935,0.8,4.0,5.0
251,0.1363017559051513,0.85,4.0,5.0
252,0.1441907882690429,0.9,4.0,5.0
253,0.0993757247924804,0.7,5.0,5.0
254,0.087515115737915,0.8,5.0,5.0
255,0.1080050468444824,0.85,5.0,5.0
256,0.0869934558868408,0.9,5.0,5.0
257,0.1615223884582519,0.7,2.0,5.0
258,0.1337997913360595,0.8,2.0,5.0
259,0.134411334991455,0.85,2.0,5.0
260,0.1460435390472412,0.9,2.0,5.0
261,0.0946958065032959,0.7,3.0,5.0
262,0.1053047180175781,0.8,3.0,5.0
263,0.1036250591278076,0.85,3.0,5.0
264,0.1101961135864257,0.9,3.0,5.0
265,0.0294351577758789,0.7,4.0,5.0
266,0.0318105220794677,0.8,4.0,5.0
267,0.0312690734863281,0.85,4.0,5.0
268,0.0338711738586425,0.9,4.0,5.0
269,0.0304071903228759,0.7,5.0,5.0
270,0.029740571975708,0.8,5.0,5.0
271,0.0325798988342285,0.85,5.0,5.0
272,0.0308046340942382,0.9,5.0,5.0
273,0.2554380893707275,0.7,2.0,5.0
274,0.243757963180542,0.8,2.0,5.0
275,0.2667629718780517,0.85,2.0,5.0
276,0.2933735847473144,0.9,2.0,5.0
277,0.1695470809936523,0.7,3.0,5.0
278,0.1749682426452636,0.8,3.0,5.0
279,0.1563704013824463,0.85,3.0,5.0
280,0.1785368919372558,0.9,3.0,5.0
281,0.2065844535827636,0.7,4.0,5.0
282,0.2418410778045654,0.8,4.0,5.0
283,0.2325198650360107,0.85,4.0,5.0
284,0.2173488140106201,0.9,4.0,5.0
285,0.1350874900817871,0.7,5.0,5.0
286,0.1410372257232666,0.8,5.0,5.0
287,0.1362643241882324,0.85,5.0,5.0
288,0.1446073055267334,0.9,5.0,5.0
289,0.288748025894165,0.7,2.0,5.0
290,0.2797214984893799,0.8,2.0,5.0
291,0.2421374320983886,0.85,2.0,5.0
292,0.2664747238159179,0.9,2.0,5.0
293,0.15415620803833,0.7,3.0,5.0
294,0.1430797576904297,0.8,3.0,5.0
295,0.2235076427459716,0.85,3.0,5.0
296,0.1569190025329589,0.9,3.0,5.0
297,0.0463414192199707,0.7,4.0,5.0
298,0.2246243953704834,0.8,4.0,5.0
299,0.2221128940582275,0.85,4.0,5.0
300,0.2065870761871338,0.9,4.0,5.0
301,0.046415090560913,0.7,5.0,5.0
302,0.1355645656585693,0.8,5.0,5.0
303,0.1459789276123047,0.85,5.0,5.0
304,0.1427218914031982,0.9,5.0,5.0
305,0.1747481822967529,0.7,2.0,5.0
306,0.1855061054229736,0.8,2.0,5.0
307,0.18812966346740723,0.85,2.0,5.0
